2015-07,6739,65702.42
2015-08,8316,76423.31
2015-09,14380,139780.77
2015-10,12682,128031.93
2015-11,9766,99268.57
2015-12,8290,82755.98
2016-01,7725,79226.70
2016-02,11481,112748.03
2016-03,8645,87061.71
2016-04,12612,117143.30
2016-05,7458,66282.50
2016-06,5759,59124.27
