2015-07,5106883,303284.31
2015-08,3796196,233433.50
2015-09,7051000,417645.07
2015-10,5111699,309900.94
2015-11,7397207,451988.22
2015-12,5764489,367767.03
2016-01,6133112,388599.68
2016-02,6080750,376344.88
2016-03,6131313,397321.51
2016-04,6082697,371046.25
2016-05,5723206,359715.15
2016-06,5324354,323344.36
