2015-07,1574,7894.44
2015-08,1563,9661.20
2015-09,2265,13753.50
2015-10,3470,21563.35
2015-11,5209,30205.10
2015-12,5041,30451.87
2016-01,7160,42519.37
2016-02,6753,41370.81
2016-03,3981,23849.15
2016-04,3381,19821.88
2016-05,2261,14381.16
2016-06,1796,10888.73
