2015-07,19123,213346.74
2015-08,18950,215278.37
2015-09,23140,260393.07
2015-10,26163,210477.33
2015-11,30031,200534.78
2015-12,31307,191333.08
2016-01,47291,251648.53
2016-02,36950,205852.29
2016-03,38445,208187.37
2016-04,24951,186768.66
2016-05,16643,153401.35
2016-06,19152,208774.99
